epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
385,4623.15,0.51839,0.96307,0.47217,0.8003,0.69305,0.56725,0.59349,0.39274,0.62262,0.50532,0.50535,0.33366,1.8531,4.51752,3.16873,1.80289,0.000266361,0.000266361,0.000266361
386,4634.14,0.52663,0.92963,0.45047,0.7972,0.63684,0.59997,0.60283,0.40239,0.55172,0.52423,0.50748,0.33961,1.87309,4.56064,2.96049,1.84289,0.000264162,0.000264162,0.000264162
387,4645.69,0.52266,0.93782,0.45976,0.79469,0.62923,0.60252,0.60045,0.40176,0.57363,0.53358,0.52258,0.34723,1.85199,4.62242,3.00826,1.83975,0.000261962,0.000261962,0.000261962
388,4658.46,0.54084,0.97491,0.46851,0.81527,0.73335,0.58351,0.60622,0.4126,0.62063,0.5342,0.5207,0.34657,1.82838,4.70998,3.07494,1.79615,0.000259763,0.000259763,0.000259763
389,4669.59,0.53338,0.95926,0.4663,0.80483,0.69432,0.58153,0.59325,0.39677,0.62422,0.54289,0.52555,0.34526,1.9425,4.71706,3.08979,1.91671,0.000257563,0.000257563,0.000257563
390,4680.56,0.53982,0.97211,0.46973,0.79757,0.6245,0.58417,0.58832,0.38729,0.57593,0.52603,0.511,0.33603,1.88926,4.78632,2.95352,1.86229,0.000255363,0.000255363,0.000255363
391,4691.46,0.53032,0.95195,0.45976,0.8056,0.67858,0.56275,0.58409,0.39534,0.608,0.49799,0.50755,0.34673,1.90905,4.74129,2.9535,1.88063,0.000253164,0.000253164,0.000253164
392,4702.36,0.51287,1.00011,0.4698,0.79188,0.67447,0.55777,0.58897,0.40296,0.60518,0.4807,0.49818,0.34907,1.89236,4.60235,2.89508,1.86193,0.000250964,0.000250964,0.000250964
393,4713.34,0.51484,0.96732,0.45256,0.79322,0.62907,0.54436,0.57943,0.41311,0.59483,0.50341,0.5293,0.36081,1.87794,4.54891,2.95173,1.83182,0.000248765,0.000248765,0.000248765
394,4725.1,0.52226,0.93567,0.45973,0.8072,0.65109,0.56944,0.59986,0.41696,0.61279,0.51756,0.55011,0.36343,1.87421,4.52204,2.98181,1.86564,0.000246565,0.000246565,0.000246565
395,4736.02,0.54942,1.00194,0.49887,0.80712,0.65803,0.59965,0.60863,0.42121,0.60257,0.53665,0.53916,0.36304,1.83915,4.56144,2.98866,1.82518,0.000244365,0.000244365,0.000244365
396,4746.85,0.52342,0.95226,0.46176,0.80296,0.68084,0.57395,0.61836,0.41627,0.5904,0.51196,0.54357,0.35905,1.91289,4.71141,2.96367,1.90669,0.000242166,0.000242166,0.000242166
397,4758.15,0.51798,0.93291,0.45909,0.80022,0.72306,0.54748,0.61006,0.41266,0.56946,0.50471,0.52974,0.35529,1.85952,4.62521,3.09211,1.80929,0.000239966,0.000239966,0.000239966
398,4769.78,0.55023,1.00372,0.47786,0.80872,0.67074,0.52938,0.58307,0.39215,0.61316,0.46845,0.50246,0.32949,1.88901,4.67102,3.15543,1.87324,0.000237767,0.000237767,0.000237767
399,4782.4,0.52152,0.98879,0.467,0.80616,0.57122,0.56887,0.57485,0.39119,0.49578,0.50292,0.50841,0.33412,1.91478,4.72192,2.94109,1.95568,0.000235567,0.000235567,0.000235567
400,4793.45,0.51044,0.94217,0.44441,0.79789,0.58782,0.5826,0.59885,0.4088,0.54051,0.52548,0.5266,0.35581,1.92096,4.62634,3.11838,1.92829,0.000233368,0.000233368,0.000233368
401,4804.36,0.51614,0.95529,0.45823,0.79727,0.60343,0.61792,0.61373,0.40315,0.52796,0.54847,0.52204,0.34854,1.90261,4.64348,3.09562,1.90162,0.000231168,0.000231168,0.000231168
402,4815.37,0.52008,0.95227,0.45695,0.80405,0.59188,0.58462,0.60779,0.40536,0.52216,0.51714,0.51311,0.35199,1.9288,4.69758,3.14023,1.93184,0.000228968,0.000228968,0.000228968
403,4827.66,0.53246,0.95829,0.45754,0.79775,0.65788,0.58498,0.60222,0.41599,0.59634,0.53111,0.53122,0.36428,1.93019,4.68847,3.06047,1.95385,0.000226769,0.000226769,0.000226769
404,4840.04,0.5167,0.9368,0.44724,0.80079,0.60719,0.58473,0.59846,0.41768,0.67554,0.48159,0.5403,0.36644,1.9555,4.58243,3.06722,1.99329,0.000224569,0.000224569,0.000224569
